appointment_id,location_id,employee_id,client_id,child_id,notes,has_specific_employee,start_time,end_time
8632,2,23,250,250,You talking to me?,false,2020-07-07 19:47:38 UTC,
8245,3,34,1327,1327,"All right, Mr. DeMille, I'm ready for my closeup.",true,2020-07-03 17:13:36 UTC,
7394,1,10,319,319,"Go ahead, make my day.",true,2020-06-24 17:17:51 UTC,
7010,2,23,1087,1087,"Go ahead, make my day.",true,2020-07-11 19:23:59 UTC,
7874,3,30,1664,1664,"Frankly, my dear, I don’t give a damn.",false,2020-07-20 19:25:54 UTC,
8602,1,19,373,373,I'm going to make him an offer he can't refuse.,false,2020-07-01 17:24:20 UTC,
8361,2,22,1090,1090,"Frankly, my dear, I don’t give a damn.",true,2020-07-14 20:51:57 UTC,
7639,3,36,1390,1390,"Here's looking at you, kid.",false,2020-07-07 22:18:20 UTC,
8559,1,16,1919,1919,"Frankly, my dear, I don’t give a damn.",false,2020-07-15 18:06:27 UTC,
8926,2,22,1418,1418,May the Force be with you.,false,2020-06-29 22:09:20 UTC,
8963,3,38,1512,1512,I'm going to make him an offer he can't refuse.,true,2020-07-15 17:54:14 UTC,
8803,1,14,1350,1350,"Go ahead, make my day.",false,2020-07-22 20:08:20 UTC,
6888,2,22,457,457,You talking to me?,false,2020-07-16 19:56:07 UTC,
8617,3,32,1156,1156,You talking to me?,true,2020-07-21 18:18:01 UTC,
7137,1,13,1887,1887,May the Force be with you.,true,2020-07-02 19:10:59 UTC,
8972,2,20,1329,1329,May the Force be with you.,true,2020-07-14 21:30:48 UTC,
7182,3,38,514,514,"Go ahead, make my day.",true,2020-06-29 20:18:07 UTC,
7852,1,10,326,326,What we've got here is failure to communicate.,false,2020-07-01 18:21:20 UTC,
6400,2,25,797,797,May the Force be with you.,false,2020-06-23 20:54:50 UTC,
8623,3,31,1223,1223,"Go ahead, make my day.",false,2020-07-18 18:49:39 UTC,
7094,1,12,748,748,"Here's looking at you, kid.",false,2020-07-13 18:40:59 UTC,
6876,2,20,879,879,May the Force be with you.,true,2020-06-24 19:18:57 UTC,
6748,3,35,1552,1552,"Go ahead, make my day.",true,2020-07-17 22:30:43 UTC,
7630,1,16,9,9,What we've got here is failure to communicate.,true,2020-07-11 18:14:20 UTC,
6712,2,22,1425,1425,"Here's looking at you, kid.",false,2020-07-03 18:12:12 UTC,
8770,3,38,1062,1062,"Frankly, my dear, I don’t give a damn.",true,2020-07-22 18:54:44 UTC,
7246,1,19,1068,1068,"Here's looking at you, kid.",false,2020-07-01 17:42:20 UTC,
6016,2,28,94,94,Fasten your seatbelts. It's going to be a bumpy night.,true,2020-07-09 19:26:15 UTC,
8628,3,31,1990,1990,"Go ahead, make my day.",false,2020-07-07 21:43:30 UTC,
6128,1,11,1658,1658,I'm going to make him an offer he can't refuse.,false,2020-07-10 17:22:56 UTC,
6676,2,24,304,304,"Toto, I've got a feeling we're not in Kansas anymore.",false,2020-07-07 22:29:23 UTC,
6210,3,36,681,681,"Here's looking at you, kid.",true,2020-06-29 19:49:36 UTC,
6947,1,10,1333,1333,"Toto, I've got a feeling we're not in Kansas anymore.",true,2020-07-07 19:53:35 UTC,
7761,2,25,1092,1092,You talking to me?,true,2020-07-05 19:04:13 UTC,
8841,3,32,486,486,"Toto, I've got a feeling we're not in Kansas anymore.",true,2020-06-28 21:15:31 UTC,
6722,1,18,8,8,"Frankly, my dear, I don’t give a damn.",false,2020-07-02 20:02:36 UTC,
6786,2,29,1900,1900,I love the smell of napalm in the morning.,false,2020-07-11 19:56:13 UTC,
8039,3,30,573,573,I'm going to make him an offer he can't refuse.,false,2020-06-27 21:39:44 UTC,
6975,1,18,1083,1083,I'm going to make him an offer he can't refuse.,false,2020-07-17 18:52:35 UTC,
6437,2,23,961,961,"All right, Mr. DeMille, I'm ready for my closeup.",false,2020-06-23 17:30:07 UTC,
6843,3,36,467,467,I'm going to make him an offer he can't refuse.,true,2020-07-07 22:19:39 UTC,
8604,1,19,1344,1344,Fasten your seatbelts. It's going to be a bumpy night.,true,2020-06-25 21:41:06 UTC,
7755,2,29,1338,1338,Fasten your seatbelts. It's going to be a bumpy night.,false,2020-07-09 18:37:13 UTC,
8159,3,31,373,373,May the Force be with you.,true,2020-07-08 22:19:19 UTC,
6550,1,17,1674,1674,What we've got here is failure to communicate.,false,2020-06-29 18:04:15 UTC,
6096,2,23,404,404,Fasten your seatbelts. It's going to be a bumpy night.,false,2020-07-21 20:25:45 UTC,
8369,3,37,530,530,I'm going to make him an offer he can't refuse.,false,2020-06-30 21:54:01 UTC,
6907,1,12,567,567,"All right, Mr. DeMille, I'm ready for my closeup.",true,2020-07-17 18:43:14 UTC,
8995,2,27,1793,1793,I'm going to make him an offer he can't refuse.,false,2020-07-11 21:48:19 UTC,
7891,3,38,303,303,"All right, Mr. DeMille, I'm ready for my closeup.",false,2020-07-18 20:59:02 UTC,
6853,1,16,567,567,Fasten your seatbelts. It's going to be a bumpy night.,false,2020-07-15 18:36:53 UTC,
6760,1,18,1945,1945,You talking to me?,false,2020-06-24 18:21:36 UTC,
6569,2,24,1355,1355,Fasten your seatbelts. It's going to be a bumpy night.,false,2020-06-28 21:21:12 UTC,
7681,3,34,4,4,May the Force be with you.,true,2020-07-22 22:23:26 UTC,
6594,1,11,1620,1620,Fasten your seatbelts. It's going to be a bumpy night.,false,2020-07-02 21:26:12 UTC,
6805,2,25,1998,1998,"Frankly, my dear, I don’t give a damn.",false,2020-06-28 17:31:36 UTC,
8022,3,30,155,155,I'm going to make him an offer he can't refuse.,true,2020-06-30 22:44:58 UTC,
8948,1,10,1120,1120,You talking to me?,false,2020-06-27 20:45:00 UTC,
7593,2,29,28,28,May the Force be with you.,false,2020-07-06 21:32:42 UTC,
7086,3,39,186,186,I love the smell of napalm in the morning.,false,2020-07-11 22:47:00 UTC,
6407,1,12,1676,1676,What we've got here is failure to communicate.,true,2020-07-13 20:57:25 UTC,
8227,2,28,1879,1879,"Here's looking at you, kid.",true,2020-06-26 22:57:37 UTC,
6704,3,38,1791,1791,"All right, Mr. DeMille, I'm ready for my closeup.",true,2020-06-27 22:43:24 UTC,
7442,1,16,585,585,"Go ahead, make my day.",true,2020-07-10 17:47:42 UTC,
7193,2,20,1578,1578,"Frankly, my dear, I don’t give a damn.",false,2020-07-06 22:31:09 UTC,
7377,3,38,1355,1355,What we've got here is failure to communicate.,true,2020-07-06 17:40:14 UTC,
7314,1,19,179,179,"Here's looking at you, kid.",true,2020-06-29 21:16:53 UTC,
8809,2,24,1087,1087,"All right, Mr. DeMille, I'm ready for my closeup.",false,2020-07-20 22:30:10 UTC,
7573,3,30,772,772,"Here's looking at you, kid.",true,2020-07-01 21:12:51 UTC,
6024,1,14,143,143,Fasten your seatbelts. It's going to be a bumpy night.,false,2020-07-04 17:51:24 UTC,
8924,2,27,209,209,May the Force be with you.,false,2020-07-08 21:26:48 UTC,
6732,3,33,1586,1586,I'm going to make him an offer he can't refuse.,true,2020-07-17 18:55:09 UTC,
6788,1,11,278,278,"Toto, I've got a feeling we're not in Kansas anymore.",true,2020-07-03 20:53:45 UTC,
7590,2,25,1495,1495,I love the smell of napalm in the morning.,true,2020-07-02 17:34:26 UTC,
8937,3,36,1996,1996,You talking to me?,false,2020-07-03 20:25:37 UTC,
6555,1,10,1788,1788,"Toto, I've got a feeling we're not in Kansas anymore.",false,2020-06-24 21:53:26 UTC,
7679,2,21,1608,1608,"Here's looking at you, kid.",true,2020-06-30 18:50:41 UTC,
7772,3,32,688,688,I love the smell of napalm in the morning.,false,2020-07-10 20:34:50 UTC,
7106,1,14,1790,1790,"Here's looking at you, kid.",true,2020-06-24 21:47:00 UTC,
6897,2,20,1372,1372,I'm going to make him an offer he can't refuse.,true,2020-07-02 21:36:31 UTC,
8927,3,34,149,149,"Frankly, my dear, I don’t give a damn.",false,2020-07-10 22:33:34 UTC,
6497,1,19,783,783,May the Force be with you.,false,2020-07-15 21:35:53 UTC,
6141,2,23,1993,1993,You talking to me?,false,2020-07-02 22:30:02 UTC,
7604,3,39,706,706,"All right, Mr. DeMille, I'm ready for my closeup.",true,2020-07-19 18:50:39 UTC,
6858,1,12,404,404,"Go ahead, make my day.",true,2020-07-08 22:09:55 UTC,
7674,2,23,238,238,May the Force be with you.,false,2020-07-06 21:10:33 UTC,
6133,3,33,223,223,I'm going to make him an offer he can't refuse.,false,2020-07-12 20:59:22 UTC,
6697,1,10,427,427,"Here's looking at you, kid.",true,2020-07-15 17:12:15 UTC,
8815,2,29,1335,1335,What we've got here is failure to communicate.,true,2020-07-11 19:26:12 UTC,
6766,3,32,483,483,"Frankly, my dear, I don’t give a damn.",false,2020-07-20 20:49:31 UTC,
7311,1,14,401,401,You talking to me?,false,2020-06-30 18:05:22 UTC,
8940,2,24,805,805,"Frankly, my dear, I don’t give a damn.",true,2020-07-21 22:05:04 UTC,
6332,3,33,965,965,"Here's looking at you, kid.",true,2020-07-21 20:39:01 UTC,
8746,1,10,727,727,What we've got here is failure to communicate.,true,2020-07-02 19:24:57 UTC,
7742,2,25,374,374,I'm going to make him an offer he can't refuse.,true,2020-07-10 18:34:44 UTC,
6969,3,30,516,516,"Frankly, my dear, I don’t give a damn.",false,2020-07-04 22:20:04 UTC,
6049,1,15,1904,1904,I'm going to make him an offer he can't refuse.,true,2020-07-17 22:19:44 UTC,
7072,2,29,1382,1382,"All right, Mr. DeMille, I'm ready for my closeup.",true,2020-06-23 22:22:05 UTC,
7784,3,34,76,76,"Here's looking at you, kid.",true,2020-06-30 19:13:27 UTC,
8877,1,19,26,26,"All right, Mr. DeMille, I'm ready for my closeup.",false,2020-07-14 19:35:02 UTC,
6491,2,27,246,246,Fasten your seatbelts. It's going to be a bumpy night.,false,2020-06-25 22:41:26 UTC,
8673,3,38,1015,1015,What we've got here is failure to communicate.,true,2020-06-30 20:04:09 UTC,
7422,1,14,1699,1699,"Go ahead, make my day.",true,2020-07-13 22:09:46 UTC,
6204,2,21,1010,1010,What we've got here is failure to communicate.,false,2020-07-10 17:03:56 UTC,
7625,3,30,1553,1553,"Go ahead, make my day.",true,2020-06-26 21:40:14 UTC,
6758,1,12,153,153,I love the smell of napalm in the morning.,false,2020-06-27 22:26:25 UTC,
7278,2,25,927,927,"Frankly, my dear, I don’t give a damn.",true,2020-07-02 19:35:39 UTC,
8762,3,36,943,943,I love the smell of napalm in the morning.,false,2020-07-17 18:01:41 UTC,
6183,1,19,1572,1572,May the Force be with you.,false,2020-06-28 20:41:44 UTC,
8682,2,28,340,340,I'm going to make him an offer he can't refuse.,true,2020-07-07 17:07:59 UTC,
7757,3,35,1697,1697,Fasten your seatbelts. It's going to be a bumpy night.,true,2020-07-18 17:46:58 UTC,
8763,1,14,909,909,"Toto, I've got a feeling we're not in Kansas anymore.",false,2020-07-19 17:24:23 UTC,
7747,2,24,543,543,You talking to me?,true,2020-06-29 17:13:58 UTC,
6372,3,30,1468,1468,Fasten your seatbelts. It's going to be a bumpy night.,false,2020-07-15 21:46:03 UTC,
8269,1,19,1757,1757,I'm going to make him an offer he can't refuse.,false,2020-07-08 18:23:03 UTC,
6750,2,21,621,621,May the Force be with you.,false,2020-06-28 22:53:57 UTC,
7188,3,32,1572,1572,"All right, Mr. DeMille, I'm ready for my closeup.",true,2020-07-22 18:15:27 UTC,
8791,1,12,1782,1782,"All right, Mr. DeMille, I'm ready for my closeup.",false,2020-07-09 17:44:09 UTC,
6351,2,29,302,302,Fasten your seatbelts. It's going to be a bumpy night.,false,2020-07-20 22:08:00 UTC,
8891,3,36,1792,1792,You talking to me?,true,2020-07-11 17:33:41 UTC,
7109,1,19,1290,1290,Fasten your seatbelts. It's going to be a bumpy night.,false,2020-07-22 21:02:57 UTC,
6039,2,28,892,892,"Here's looking at you, kid.",true,2020-07-08 17:31:24 UTC,
7844,3,37,1130,1130,"Go ahead, make my day.",true,2020-07-03 19:55:12 UTC,
7155,1,19,1916,1916,I love the smell of napalm in the morning.,true,2020-07-06 18:55:15 UTC,
6227,2,25,253,253,I love the smell of napalm in the morning.,true,2020-07-06 18:29:12 UTC,
8685,3,35,950,950,I'm going to make him an offer he can't refuse.,true,2020-06-29 21:31:37 UTC,
8070,1,18,1481,1481,"Frankly, my dear, I don’t give a damn.",false,2020-06-27 18:57:54 UTC,
7064,2,21,514,514,"Frankly, my dear, I don’t give a damn.",false,2020-07-01 19:38:35 UTC,
8580,3,33,960,960,"Here's looking at you, kid.",false,2020-07-11 20:28:54 UTC,
7500,1,10,944,944,"Toto, I've got a feeling we're not in Kansas anymore.",true,2020-07-01 19:03:17 UTC,
7242,2,22,98,98,"Here's looking at you, kid.",true,2020-06-28 17:49:25 UTC,
7291,3,32,910,910,"Toto, I've got a feeling we're not in Kansas anymore.",true,2020-07-07 21:15:05 UTC,
7926,1,12,1646,1646,"Frankly, my dear, I don’t give a damn.",true,2020-06-25 19:14:51 UTC,
7266,2,26,1406,1406,"All right, Mr. DeMille, I'm ready for my closeup.",false,2020-06-25 18:56:56 UTC,
6178,3,30,1377,1377,May the Force be with you.,false,2020-07-12 20:09:39 UTC,
8337,1,11,328,328,Fasten your seatbelts. It's going to be a bumpy night.,true,2020-07-19 18:29:01 UTC,
6730,2,20,1739,1739,May the Force be with you.,true,2020-07-05 18:29:54 UTC,
7144,3,30,1993,1993,What we've got here is failure to communicate.,true,2020-07-06 20:35:47 UTC,
6600,1,15,1932,1932,"Here's looking at you, kid.",true,2020-07-21 17:19:05 UTC,
8327,2,20,1563,1563,"Frankly, my dear, I don’t give a damn.",false,2020-07-12 20:10:07 UTC,
7864,3,31,1482,1482,"Frankly, my dear, I don’t give a damn.",false,2020-07-16 17:24:01 UTC,
8618,1,14,186,186,"Toto, I've got a feeling we're not in Kansas anymore.",false,2020-07-18 18:06:04 UTC,
6521,2,25,965,965,"Go ahead, make my day.",false,2020-07-11 21:49:56 UTC,
7354,3,32,428,428,I'm going to make him an offer he can't refuse.,false,2020-07-08 19:21:21 UTC,
6849,1,13,341,341,May the Force be with you.,true,2020-06-27 17:05:51 UTC,
6917,2,26,650,650,What we've got here is failure to communicate.,false,2020-07-01 19:56:51 UTC,
7669,3,33,1314,1314,I'm going to make him an offer he can't refuse.,true,2020-07-15 17:28:44 UTC,
8659,1,12,1285,1285,"Toto, I've got a feeling we're not in Kansas anymore.",false,2020-07-09 17:54:38 UTC,
7988,2,20,1706,1706,May the Force be with you.,false,2020-06-28 22:54:09 UTC,
6058,3,35,1324,1324,I love the smell of napalm in the morning.,true,2020-07-10 20:29:17 UTC,
6301,1,15,65,65,"All right, Mr. DeMille, I'm ready for my closeup.",false,2020-07-17 18:26:43 UTC,
6211,2,24,1222,1222,"Go ahead, make my day.",true,2020-07-09 18:05:03 UTC,
7178,3,37,166,166,"Frankly, my dear, I don’t give a damn.",false,2020-07-21 22:06:21 UTC,
7369,1,14,2,2,May the Force be with you.,true,2020-07-11 21:47:31 UTC,
7482,2,27,1149,1149,You talking to me?,false,2020-07-14 17:00:50 UTC,
7368,3,35,1130,1130,"Go ahead, make my day.",false,2020-07-01 18:01:17 UTC,
6266,1,16,260,260,I love the smell of napalm in the morning.,false,2020-07-13 22:32:23 UTC,
7668,2,20,77,77,I love the smell of napalm in the morning.,false,2020-07-01 18:01:53 UTC,
8182,3,38,171,171,I love the smell of napalm in the morning.,false,2020-07-06 17:48:48 UTC,
7055,1,18,1900,1900,What we've got here is failure to communicate.,true,2020-07-15 18:07:28 UTC,
8978,2,25,1659,1659,May the Force be with you.,false,2020-07-13 18:48:47 UTC,
7237,3,35,518,518,I love the smell of napalm in the morning.,false,2020-07-09 20:42:33 UTC,
7688,1,12,253,253,"Here's looking at you, kid.",false,2020-07-21 21:24:54 UTC,
7513,2,28,1552,1552,What we've got here is failure to communicate.,false,2020-07-16 22:30:30 UTC,
8692,3,34,1069,1069,What we've got here is failure to communicate.,false,2020-07-12 19:21:32 UTC,
7830,1,12,1059,1059,"Frankly, my dear, I don’t give a damn.",false,2020-06-28 17:16:45 UTC,
6898,2,22,510,510,May the Force be with you.,false,2020-07-05 17:23:26 UTC,
6743,3,38,646,646,What we've got here is failure to communicate.,true,2020-06-23 17:25:08 UTC,
7886,1,18,323,323,I love the smell of napalm in the morning.,false,2020-06-28 19:29:49 UTC,
8289,2,21,147,147,I love the smell of napalm in the morning.,false,2020-06-27 18:04:14 UTC,
6242,3,38,1136,1136,"Go ahead, make my day.",true,2020-06-28 20:26:56 UTC,
8125,1,16,1185,1185,"Here's looking at you, kid.",true,2020-07-21 20:22:16 UTC,
8668,2,28,1653,1653,I love the smell of napalm in the morning.,true,2020-07-20 17:54:41 UTC,
6601,3,31,772,772,"Frankly, my dear, I don’t give a damn.",false,2020-07-20 20:36:15 UTC,
6234,1,14,259,259,Fasten your seatbelts. It's going to be a bumpy night.,true,2020-06-30 19:28:39 UTC,
8882,2,29,6,6,"All right, Mr. DeMille, I'm ready for my closeup.",true,2020-07-16 22:52:21 UTC,
8644,3,32,772,772,"Toto, I've got a feeling we're not in Kansas anymore.",true,2020-07-06 18:35:53 UTC,
8686,1,18,972,972,"Toto, I've got a feeling we're not in Kansas anymore.",false,2020-07-03 20:53:29 UTC,
7270,2,29,201,201,"Here's looking at you, kid.",false,2020-07-09 19:08:50 UTC,
7378,3,39,314,314,I love the smell of napalm in the morning.,true,2020-06-26 22:37:49 UTC,
8847,1,15,690,690,I love the smell of napalm in the morning.,false,2020-07-22 21:04:30 UTC,
6515,2,27,1217,1217,"Frankly, my dear, I don’t give a damn.",false,2020-07-15 20:08:12 UTC,
6383,3,35,59,59,"All right, Mr. DeMille, I'm ready for my closeup.",true,2020-07-02 22:11:59 UTC,
6980,1,17,1437,1437,Fasten your seatbelts. It's going to be a bumpy night.,false,2020-07-08 18:45:31 UTC,
7893,2,26,1790,1790,I'm going to make him an offer he can't refuse.,false,2020-07-12 19:03:41 UTC,
6151,3,39,1526,1526,You talking to me?,false,2020-07-21 21:24:26 UTC,
8681,1,14,1359,1359,Fasten your seatbelts. It's going to be a bumpy night.,false,2020-07-06 19:04:15 UTC,
8126,2,26,615,615,"Frankly, my dear, I don’t give a damn.",false,2020-06-28 20:29:04 UTC,
6726,3,39,1122,1122,"All right, Mr. DeMille, I'm ready for my closeup.",true,2020-07-12 21:03:40 UTC,
6225,1,12,1872,1872,"All right, Mr. DeMille, I'm ready for my closeup.",false,2020-07-21 21:48:02 UTC,
6778,2,21,1290,1290,"Go ahead, make my day.",true,2020-06-25 21:50:43 UTC,
8257,3,32,87,87,I'm going to make him an offer he can't refuse.,true,2020-07-13 19:05:58 UTC,
8587,1,16,452,452,Fasten your seatbelts. It's going to be a bumpy night.,false,2020-07-18 17:47:02 UTC,
8430,2,22,1742,1742,You talking to me?,false,2020-07-01 22:38:02 UTC,
6716,3,37,168,168,What we've got here is failure to communicate.,false,2020-07-04 18:49:37 UTC,
8281,1,11,1601,1601,"Frankly, my dear, I don’t give a damn.",false,2020-07-09 21:46:26 UTC,
8848,2,20,144,144,May the Force be with you.,true,2020-07-06 17:05:23 UTC,
7486,3,30,288,288,I'm going to make him an offer he can't refuse.,true,2020-07-15 18:55:15 UTC,
8321,1,12,358,358,What we've got here is failure to communicate.,false,2020-07-20 21:54:03 UTC,
6188,2,25,432,432,"Go ahead, make my day.",false,2020-07-06 17:59:09 UTC,
8636,3,37,939,939,"All right, Mr. DeMille, I'm ready for my closeup.",false,2020-07-07 18:24:49 UTC,
7139,1,16,259,259,"Go ahead, make my day.",true,2020-07-22 18:02:40 UTC,
8078,2,28,76,76,"Here's looking at you, kid.",true,2020-07-14 19:14:45 UTC,
6092,3,35,1146,1146,I'm going to make him an offer he can't refuse.,true,2020-06-27 19:59:05 UTC,
7957,1,14,1439,1439,"Here's looking at you, kid.",false,2020-07-12 21:52:29 UTC,
6957,2,23,986,986,"Frankly, my dear, I don’t give a damn.",true,2020-07-09 18:22:52 UTC,
6299,3,34,1686,1686,I'm going to make him an offer he can't refuse.,true,2020-07-11 20:37:31 UTC,
6963,1,12,417,417,Fasten your seatbelts. It's going to be a bumpy night.,false,2020-07-04 21:45:08 UTC,
7768,2,23,367,367,Fasten your seatbelts. It's going to be a bumpy night.,true,2020-07-15 18:49:57 UTC,
8888,3,30,953,953,I'm going to make him an offer he can't refuse.,true,2020-07-21 17:17:52 UTC,
7052,1,15,821,821,"Toto, I've got a feeling we're not in Kansas anymore.",false,2020-07-17 22:33:11 UTC,
8458,2,21,496,496,"Go ahead, make my day.",true,2020-06-26 18:20:35 UTC,
7965,3,33,862,862,"Here's looking at you, kid.",true,2020-07-22 21:52:05 UTC,
8647,1,17,1342,1342,May the Force be with you.,false,2020-07-04 18:42:47 UTC,
7295,2,29,635,635,I'm going to make him an offer he can't refuse.,false,2020-06-28 20:37:10 UTC,
7367,3,37,628,628,May the Force be with you.,true,2020-07-12 20:24:22 UTC,
7280,1,18,45,45,"Here's looking at you, kid.",false,2020-06-27 17:22:27 UTC,
6893,2,29,1823,1823,"Toto, I've got a feeling we're not in Kansas anymore.",false,2020-07-03 20:58:15 UTC,
7800,3,39,415,415,You talking to me?,false,2020-06-24 19:34:22 UTC,
6954,1,12,1112,1112,"Go ahead, make my day.",false,2020-07-05 17:37:45 UTC,
6826,2,26,1457,1457,"Here's looking at you, kid.",true,2020-07-10 20:28:14 UTC,
8585,3,35,600,600,What we've got here is failure to communicate.,true,2020-07-15 17:21:35 UTC,
7807,1,15,560,560,I love the smell of napalm in the morning.,true,2020-06-26 21:36:58 UTC,
8378,2,29,1402,1402,May the Force be with you.,false,2020-07-13 19:57:17 UTC,
7190,3,38,1090,1090,"Frankly, my dear, I don’t give a damn.",true,2020-06-25 22:00:34 UTC,
6667,1,10,259,259,Fasten your seatbelts. It's going to be a bumpy night.,true,2020-06-27 17:29:36 UTC,
6416,2,20,1536,1536,Fasten your seatbelts. It's going to be a bumpy night.,true,2020-07-17 21:06:14 UTC,
7678,3,35,1136,1136,What we've got here is failure to communicate.,true,2020-07-15 19:08:39 UTC,
7057,1,16,1911,1911,You talking to me?,true,2020-07-09 18:30:20 UTC,
6273,2,25,267,267,Fasten your seatbelts. It's going to be a bumpy night.,false,2020-07-19 21:39:10 UTC,
6863,3,32,1128,1128,What we've got here is failure to communicate.,false,2020-06-23 22:21:22 UTC,
7149,1,19,1067,1067,You talking to me?,false,2020-07-09 17:01:44 UTC,
8833,2,24,992,992,"Here's looking at you, kid.",false,2020-06-28 19:55:36 UTC,
7771,3,36,602,602,"Toto, I've got a feeling we're not in Kansas anymore.",false,2020-06-27 21:50:46 UTC,
8738,1,16,1220,1220,You talking to me?,false,2020-07-07 21:58:38 UTC,
8598,2,23,343,343,I love the smell of napalm in the morning.,true,2020-07-03 18:59:08 UTC,
8540,3,35,1634,1634,"Toto, I've got a feeling we're not in Kansas anymore.",false,2020-07-08 20:16:48 UTC,
8858,1,10,1780,1780,"Frankly, my dear, I don’t give a damn.",false,2020-06-29 19:03:46 UTC,
8331,2,25,1035,1035,Fasten your seatbelts. It's going to be a bumpy night.,false,2020-07-18 17:50:36 UTC,
7223,3,30,1759,1759,"All right, Mr. DeMille, I'm ready for my closeup.",false,2020-07-01 19:41:14 UTC,
7764,1,15,121,121,May the Force be with you.,false,2020-06-23 22:06:29 UTC,
7231,2,20,1903,1903,"Here's looking at you, kid.",false,2020-07-16 19:59:54 UTC,
8916,1,14,686,686,I love the smell of napalm in the morning.,false,2020-07-05 19:46:35 UTC,
8905,2,21,1258,1258,May the Force be with you.,true,2020-06-27 18:46:28 UTC,
8002,3,30,102,102,I love the smell of napalm in the morning.,false,2020-07-04 18:15:54 UTC,
6005,1,19,1203,1203,"Frankly, my dear, I don’t give a damn.",true,2020-07-07 18:21:53 UTC,
7689,2,22,788,788,"Go ahead, make my day.",false,2020-07-08 18:47:51 UTC,
6602,3,30,70,70,"Go ahead, make my day.",false,2020-07-21 20:18:01 UTC,
8138,1,12,847,847,I'm going to make him an offer he can't refuse.,true,2020-07-07 21:12:13 UTC,
7087,2,27,356,356,"Frankly, my dear, I don’t give a damn.",true,2020-06-26 17:51:58 UTC,
8090,3,32,1569,1569,May the Force be with you.,false,2020-07-15 18:16:53 UTC,
6362,1,12,1170,1170,"All right, Mr. DeMille, I'm ready for my closeup.",false,2020-06-29 21:05:02 UTC,
6506,2,29,1011,1011,I'm going to make him an offer he can't refuse.,false,2020-07-19 22:44:32 UTC,
6673,3,31,1704,1704,"All right, Mr. DeMille, I'm ready for my closeup.",false,2020-06-28 17:16:18 UTC,
7531,1,18,217,217,I love the smell of napalm in the morning.,false,2020-07-08 19:58:44 UTC,
6270,2,25,1692,1692,You talking to me?,true,2020-06-24 20:09:51 UTC,
7509,3,31,1963,1963,You talking to me?,true,2020-06-28 17:37:29 UTC,
6237,1,16,93,93,"Frankly, my dear, I don’t give a damn.",true,2020-07-16 20:41:29 UTC,
7319,2,29,1252,1252,I love the smell of napalm in the morning.,false,2020-07-12 17:31:36 UTC,
7389,3,39,335,335,Fasten your seatbelts. It's going to be a bumpy night.,true,2020-07-03 20:20:24 UTC,
6267,1,17,922,922,I love the smell of napalm in the morning.,false,2020-07-19 17:17:04 UTC,
8648,2,23,1952,1952,I'm going to make him an offer he can't refuse.,true,2020-07-16 21:11:13 UTC,
8606,3,31,1272,1272,"Frankly, my dear, I don’t give a damn.",false,2020-07-22 18:16:33 UTC,
8918,1,17,1958,1958,I love the smell of napalm in the morning.,false,2020-07-19 19:04:04 UTC,
7804,2,28,1686,1686,"All right, Mr. DeMille, I'm ready for my closeup.",true,2020-07-10 22:39:18 UTC,
7344,3,32,739,739,"Frankly, my dear, I don’t give a damn.",true,2020-07-15 21:58:15 UTC,
6298,1,11,1153,1153,May the Force be with you.,false,2020-06-28 17:18:18 UTC,
7211,2,22,1792,1792,May the Force be with you.,true,2020-07-16 21:57:12 UTC,
6106,3,30,308,308,May the Force be with you.,true,2020-07-11 20:32:11 UTC,
6986,1,17,627,627,What we've got here is failure to communicate.,false,2020-07-15 20:07:38 UTC,
6575,2,26,1558,1558,I love the smell of napalm in the morning.,true,2020-07-08 19:55:15 UTC,
8755,3,30,1818,1818,"Here's looking at you, kid.",false,2020-06-24 17:49:15 UTC,
6955,1,10,605,605,"Go ahead, make my day.",false,2020-06-24 21:01:06 UTC,
8373,2,28,1808,1808,"Go ahead, make my day.",false,2020-07-18 20:35:06 UTC,
6753,3,37,962,962,"Go ahead, make my day.",false,2020-07-09 19:21:57 UTC,
7587,1,16,1304,1304,"Toto, I've got a feeling we're not in Kansas anymore.",true,2020-07-05 22:46:50 UTC,
7431,2,23,324,324,May the Force be with you.,false,2020-07-22 17:00:52 UTC,
7672,3,39,189,189,I'm going to make him an offer he can't refuse.,true,2020-07-21 22:11:54 UTC,
7186,1,16,130,130,"All right, Mr. DeMille, I'm ready for my closeup.",false,2020-07-11 19:02:40 UTC,
6527,2,26,715,715,I'm going to make him an offer he can't refuse.,true,2020-07-08 18:40:07 UTC,
7145,3,30,1215,1215,"All right, Mr. DeMille, I'm ready for my closeup.",false,2020-07-13 19:06:07 UTC,
6103,1,13,1577,1577,You talking to me?,true,2020-07-20 20:00:54 UTC,
8360,2,20,1814,1814,"Toto, I've got a feeling we're not in Kansas anymore.",true,2020-07-10 22:38:28 UTC,
8307,3,37,185,185,"Here's looking at you, kid.",true,2020-07-09 17:24:00 UTC,
6751,1,15,741,741,"All right, Mr. DeMille, I'm ready for my closeup.",true,2020-06-30 22:00:27 UTC,
6964,2,24,1960,1960,I'm going to make him an offer he can't refuse.,true,2020-06-27 21:10:23 UTC,
6187,3,32,599,599,"All right, Mr. DeMille, I'm ready for my closeup.",false,2020-07-16 20:16:46 UTC,
7059,1,13,1466,1466,I love the smell of napalm in the morning.,true,2020-07-09 20:31:22 UTC,
